;;PLAN F   UENTE;PLAN DESTINO
SPL_ANZOLA;340;ABA_N10_1536_BS_JV;ABA_N11_1536_BS_JV
SPL_ANZOLA;341;ABA_N11_1536_BS_JV;ABA_N12_1536_BS_JV
SPL_ANZOLA;342;ABA_N8_4096_BS_JV;ABA_N9_4096_BS_JV
SPL_ANZOLA;343;ABA_N9_4096_BS_JV;ABA_N10_4096_BS_JV
SPL_ANZOLA;344;ABA_N10_4096_BS_JV;ABA_N11_4096_BS_JV
SPL_ANZOLA;345;ABA_N11_4096_BS_JV;ABA_N12_4096_BS_JV
SPL_ANZOLA;346;ABA_N8_1536_BS_JV;ABA_N9_1536_BS_JV
SPL_ANZOLA;347;ABA_N9_1536_BS_JV;ABA_N10_1536_BS_JV
SPL_ANZOLA;348;ABA_N10_1536_BS_JV;ABA_N11_1536_BS_JV
SPL_ANZOLA;349;ABA_N11_1536_BS_JV;ABA_N12_1536_BS_JV
SPL_ANZOLA;350;ABA_N8_1536_BS;ABA_N9_1536_BS
SPL_ANZOLA;351;ABA_N9_1536_BS;ABA_N10_1536_BS
SPL_ANZOLA;352;ABA_N10_1536_BS;ABA_N11_1536_BS
SPL_ANZOLA;353;ABA_N11_1536_BS;ABA_N12_1536_BS
SPL_ANZOLA;354;ABA_N8_4096_BS_JV;ABA_N9_4096_BS_JV
SPL_ANZOLA;355;ABA_N9_4096_BS_JV;ABA_N10_4096_BS_JV
SPL_ANZOLA;356;ABA_N10_4096_BS_JV;ABA_N11_4096_BS_JV
SPL_ANZOLA;357;ABA_N11_4096_BS_JV;ABA_N12_4096_BS_JV
SPL_ANZOLA;358;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;359;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;360;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;361;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;362;ABA_N8_4096_BS;ABA_N9_4096_BS
SPL_ANZOLA;363;ABA_N9_4096_BS;ABA_N10_4096_BS
SPL_ANZOLA;364;ABA_N10_4096_BS;ABA_N11_4096_BS
SPL_ANZOLA;365;ABA_N11_4096_BS;ABA_N12_4096_BS
SPL_ANZOLA;366;ABA_N8_2048_BS;ABA_N2_2048_BS
SPL_ANZOLA;367;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;368;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;369;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;370;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;371;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;372;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;373;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;374;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;375;ABA_N8_10240_BS;ABA_N9_10240_BS
SPL_ANZOLA;376;ABA_N9_10240_BS;ABA_N10_10240_BS
SPL_ANZOLA;377;ABA_N10_10240_BS;ABA_N11_10240_BS
SPL_ANZOLA;378;ABA_N11_10240_BS;ABA_N12_10240_BS
SPL_ANZOLA;379;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;380;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;381;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;382;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;383;ABA_N8_2048_BS_JC;ABA_N9_2048_BS_JC
SPL_ANZOLA;384;ABA_N9_2048_BS_JC;ABA_N10_2048_BS_JC
SPL_ANZOLA;385;ABA_N10_2048_BS_JC;ABA_N11_2048_BS_JC
SPL_ANZOLA;386;ABA_N11_2048_BS_JC;ABA_N12_2048_BS_JC
SPL_ANZOLA;387;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;388;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;389;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;390;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;391;ABA_N8_3072_BS_JC;ABA_N9_3072_BS_JC
SPL_ANZOLA;392;ABA_N9_3072_BS_JC;ABA_N10_3072_BS_JC
SPL_ANZOLA;393;ABA_N10_3072_BS_JC;ABA_N11_3072_BS_JC
SPL_ANZOLA;394;ABA_N11_3072_BS_JC;ABA_N12_3072_BS_JC
SPL_ANZOLA;395;ABA_N8_3072_BS;ABA_N9_3072_BS
SPL_ANZOLA;396;ABA_N9_3072_BS;ABA_N10_3072_BS
SPL_ANZOLA;397;ABA_N10_3072_BS;ABA_N11_3072_BS
SPL_ANZOLA;398;ABA_N11_3072_BS;ABA_N12_3072_BS
SPL_ANZOLA;399;ABA_N8_6144_BS;ABA_N9_6144_BS
SPL_ANZOLA;400;ABA_N9_6144_BS;ABA_N10_6144_BS
SPL_ANZOLA;401;ABA_N10_6144_BS;ABA_N11_6144_BS
SPL_ANZOLA;402;ABA_N11_6144_BS;ABA_N12_6144_BS
SPL_ANZOLA;403;ABA_N8_3072_BS;ABA_N9_3072_BS
SPL_ANZOLA;404;ABA_N9_3072_BS;ABA_N10_3072_BS
SPL_ANZOLA;405;ABA_N10_3072_BS;ABA_N11_3072_BS
SPL_ANZOLA;406;ABA_N11_3072_BS;ABA_N12_3072_BS
SPL_ANZOLA;407;ABA_N8_2048_BS_JC;ABA_N9_2048_BS_JC
SPL_ANZOLA;408;ABA_N9_2048_BS_JC;ABA_N10_2048_BS_JC
SPL_ANZOLA;409;ABA_N10_2048_BS_JC;ABA_N11_2048_BS_JC
SPL_ANZOLA;410;ABA_N11_2048_BS_JC;ABA_N12_2048_BS_JC
SPL_ANZOLA;411;ABA_N8_10240_BS_JC;ABA_N9_10240_BS_JC
SPL_ANZOLA;412;ABA_N9_10240_BS_JC;ABA_N10_10240_BS_JC
SPL_ANZOLA;413;ABA_N10_10240_BS_JC;ABA_N11_10240_BS_JC
SPL_ANZOLA;414;ABA_N11_10240_BS_JC;ABA_N12_10240_BS_JC
SPL_ANZOLA;415;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;416;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;417;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;418;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;419;ABA_N8_4096_BS_JC;ABA_N9_4096_BS_JC
SPL_ANZOLA;420;ABA_N9_4096_BS_JC;ABA_N10_4096_BS_JC
SPL_ANZOLA;421;ABA_N10_4096_BS_JC;ABA_N11_4096_BS_JC
SPL_ANZOLA;422;ABA_N11_4096_BS_JC;ABA_N12_4096_BS_JC
SPL_ANZOLA;423;ABA_N8_10240_BS_JC;ABA_N9_10240_BS_JC
SPL_ANZOLA;424;ABA_N9_10240_BS_JC;ABA_N10_10240_BS_JC
SPL_ANZOLA;425;ABA_N10_10240_BS_JC;ABA_N11_10240_BS_JC
SPL_ANZOLA;426;ABA_N11_10240_BS_JC;ABA_N12_10240_BS_JC
SPL_ANZOLA;427;ABA_N8_4096_BS;ABA_N9_4096_BS
SPL_ANZOLA;428;ABA_N9_4096_BS;ABA_N10_4096_BS
SPL_ANZOLA;429;ABA_N10_4096_BS;ABA_N11_4096_BS
SPL_ANZOLA;430;ABA_N11_4096_BS;ABA_N12_4096_BS
SPL_ANZOLA;431;ABA_N8_1536_BS;ABA_N9_1536_BS
SPL_ANZOLA;432;ABA_N9_1536_BS;ABA_N10_1536_BS
SPL_ANZOLA;433;ABA_N10_1536_BS;ABA_N11_1536_BS
SPL_ANZOLA;434;ABA_N11_1536_BS;ABA_N12_1536_BS
SPL_ANZOLA;435;ABA_N8_1536_BS_JV;ABA_N9_1536_BS_JV
SPL_ANZOLA;436;ABA_N9_1536_BS_JV;ABA_N10_1536_BS_JV
SPL_ANZOLA;437;ABA_N10_1536_BS_JV;ABA_N11_1536_BS_JV
SPL_ANZOLA;438;ABA_N11_1536_BS_JV;ABA_N12_1536_BS_JV
SPL_ANZOLA;439;ABA_N8_4096_BS;ABA_N9_4096_BS
SPL_ANZOLA;440;ABA_N9_4096_BS;ABA_N10_4096_BS
SPL_ANZOLA;441;ABA_N10_4096_BS;ABA_N11_4096_BS
SPL_ANZOLA;442;ABA_N11_4096_BS;ABA_N12_4096_BS
SPL_ANZOLA;443;ABA_N2_6144_BS;ABA_N2_4096_BS
SPL_ANZOLA;444;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;445;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;446;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;447;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;448;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;449;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;450;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;451;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;452;ABA_N8_2048_BS_JC;ABA_N9_2048_BS_JC
SPL_ANZOLA;453;ABA_N9_2048_BS_JC;ABA_N10_2048_BS_JC
SPL_ANZOLA;454;ABA_N10_2048_BS_JC;ABA_N11_2048_BS_JC
SPL_ANZOLA;455;ABA_N11_2048_BS_JC;ABA_N12_2048_BS_JC
SPL_ANZOLA;456;ABA_N8_10240_BS_JV;ABA_N9_10240_BS_JV
SPL_ANZOLA;457;ABA_N9_10240_BS_JV;ABA_N10_10240_BS_JV
SPL_ANZOLA;458;ABA_N10_10240_BS_JV;ABA_N11_10240_BS_JV
SPL_ANZOLA;459;ABA_N11_10240_BS_JV;ABA_N12_10240_BS_JV
SPL_ANZOLA;460;ABA_N8_10240_BS_JV;ABA_N9_10240_BS_JV
SPL_ANZOLA;461;ABA_N9_10240_BS_JV;ABA_N10_10240_BS_JV
SPL_ANZOLA;462;ABA_N10_10240_BS_JV;ABA_N11_10240_BS_JV
SPL_ANZOLA;463;ABA_N11_10240_BS_JV;ABA_N12_10240_BS_JV
SPL_ANZOLA;464;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;465;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;466;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;467;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;468;ABA_N8_6144_BS;ABA_N9_6144_BS
SPL_ANZOLA;469;ABA_N9_6144_BS;ABA_N10_6144_BS
SPL_ANZOLA;470;ABA_N10_6144_BS;ABA_N11_6144_BS
SPL_ANZOLA;471;ABA_N11_6144_BS;ABA_N12_6144_BS
SPL_ANZOLA;472;ABA_N2_1536_BS;ABA_N2_18432_BS
SPL_ANZOLA;473;ABA_N8_6144_BS;ABA_N9_6144_BS
SPL_ANZOLA;474;ABA_N9_6144_BS;ABA_N10_6144_BS
SPL_ANZOLA;475;ABA_N10_6144_BS;ABA_N11_6144_BS
SPL_ANZOLA;476;ABA_N11_6144_BS;ABA_N12_6144_BS
SPL_ANZOLA;477;ABA_N8_8192_BS_JP;ABA_N9_8192_BS_JP
SPL_ANZOLA;478;ABA_N9_8192_BS_JP;ABA_N10_8192_BS_JP
SPL_ANZOLA;479;ABA_N10_8192_BS_JP;ABA_N11_8192_BS_JP
SPL_ANZOLA;480;ABA_N11_8192_BS_JP;ABA_N12_8192_BS_JP
SPL_ANZOLA;481;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;482;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;483;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;484;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;485;ABA_N8_1536_BS;ABA_N9_1536_BS
SPL_ANZOLA;486;ABA_N9_1536_BS;ABA_N10_1536_BS
SPL_ANZOLA;487;ABA_N10_1536_BS;ABA_N11_1536_BS
SPL_ANZOLA;488;ABA_N11_1536_BS;ABA_N12_1536_BS
SPL_ANZOLA;489;ABA_N8_6144_BS;ABA_N9_6144_BS
SPL_ANZOLA;490;ABA_N9_6144_BS;ABA_N10_6144_BS
SPL_ANZOLA;491;ABA_N10_6144_BS;ABA_N11_6144_BS
SPL_ANZOLA;492;ABA_N11_6144_BS;ABA_N12_6144_BS
SPL_ANZOLA;493;ABA_N8_10240_BS;ABA_N9_10240_BS
SPL_ANZOLA;494;ABA_N9_10240_BS;ABA_N10_10240_BS
SPL_ANZOLA;495;ABA_N10_10240_BS;ABA_N11_10240_BS
SPL_ANZOLA;496;ABA_N11_10240_BS;ABA_N12_10240_BS
SPL_ANZOLA;497;ABA_N8_10240_BS;ABA_N9_10240_BS
SPL_ANZOLA;498;ABA_N9_10240_BS;ABA_N10_10240_BS
SPL_ANZOLA;499;ABA_N10_10240_BS;ABA_N11_10240_BS
SPL_ANZOLA;500;ABA_N11_10240_BS;ABA_N12_10240_BS
SPL_ANZOLA;501;ABA_N8_6144_BS;ABA_N9_6144_BS
SPL_ANZOLA;502;ABA_N9_6144_BS;ABA_N10_6144_BS
SPL_ANZOLA;503;ABA_N10_6144_BS;ABA_N11_6144_BS
SPL_ANZOLA;504;ABA_N11_6144_BS;ABA_N12_6144_BS
SPL_ANZOLA;505;ABA_N8_6144_BS_JC;ABA_N9_6144_BS_JC
SPL_ANZOLA;506;ABA_N9_6144_BS_JC;ABA_N10_6144_BS_JC
SPL_ANZOLA;507;ABA_N10_6144_BS_JC;ABA_N11_6144_BS_JC
SPL_ANZOLA;508;ABA_N11_6144_BS_JC;ABA_N12_6144_BS_JC
SPL_ANZOLA;509;ABA_N8_8192_BS_JV;ABA_N9_8192_BS_JV
SPL_ANZOLA;510;ABA_N9_8192_BS_JV;ABA_N10_8192_BS_JV
SPL_ANZOLA;511;ABA_N10_8192_BS_JV;ABA_N11_8192_BS_JV
SPL_ANZOLA;512;ABA_N11_8192_BS_JV;ABA_N12_8192_BS_JV
SPL_ANZOLA;513;ABA_N8_4096_BS_JC;ABA_N9_4096_BS_JC
SPL_ANZOLA;514;ABA_N9_4096_BS_JC;ABA_N10_4096_BS_JC
SPL_ANZOLA;515;ABA_N10_4096_BS_JC;ABA_N11_4096_BS_JC
SPL_ANZOLA;516;ABA_N11_4096_BS_JC;ABA_N12_4096_BS_JC
SPL_ANZOLA;517;ABA_N8_2048_BS_JC;ABA_N9_2048_BS_JC
SPL_ANZOLA;518;ABA_N9_2048_BS_JC;ABA_N10_2048_BS_JC
SPL_ANZOLA;519;ABA_N10_2048_BS_JC;ABA_N11_2048_BS_JC
SPL_ANZOLA;520;ABA_N11_2048_BS_JC;ABA_N12_2048_BS_JC
SPL_ANZOLA;521;ABA_N8_2048_BS_JC;ABA_N9_2048_BS_JC
SPL_ANZOLA;522;ABA_N9_2048_BS_JC;ABA_N10_2048_BS_JC
SPL_ANZOLA;523;ABA_N10_2048_BS_JC;ABA_N11_2048_BS_JC
SPL_ANZOLA;524;ABA_N11_2048_BS_JC;ABA_N12_2048_BS_JC
SPL_ANZOLA;525;ABA_N8_6144_BS;ABA_N9_6144_BS
SPL_ANZOLA;526;ABA_N9_6144_BS;ABA_N10_6144_BS
SPL_ANZOLA;527;ABA_N10_6144_BS;ABA_N11_6144_BS
SPL_ANZOLA;528;ABA_N11_6144_BS;ABA_N12_6144_BS
SPL_ANZOLA;529;ABA_N8_3072_BS_JC;ABA_N9_3072_BS_JC
SPL_ANZOLA;530;ABA_N9_3072_BS_JC;ABA_N10_3072_BS_JC
SPL_ANZOLA;531;ABA_N10_3072_BS_JC;ABA_N11_3072_BS_JC
SPL_ANZOLA;532;ABA_N11_3072_BS_JC;ABA_N12_3072_BS_JC
SPL_ANZOLA;533;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;534;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;535;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;536;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;537;ABA_N8_1536_BS_JV;ABA_N9_1536_BS_JV
SPL_ANZOLA;538;ABA_N9_1536_BS_JV;ABA_N10_1536_BS_JV
SPL_ANZOLA;539;ABA_N10_1536_BS_JV;ABA_N11_1536_BS_JV
SPL_ANZOLA;540;ABA_N11_1536_BS_JV;ABA_N12_1536_BS_JV
SPL_ANZOLA;541;ABA_N8_10240_BS_JC;ABA_N9_10240_BS_JC
SPL_ANZOLA;542;ABA_N9_10240_BS_JC;ABA_N10_10240_BS_JC
SPL_ANZOLA;543;ABA_N10_10240_BS_JC;ABA_N11_10240_BS_JC
SPL_ANZOLA;544;ABA_N11_10240_BS_JC;ABA_N12_10240_BS_JC
SPL_ANZOLA;545;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;546;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;547;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;548;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;549;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;550;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;551;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;552;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;553;ABA_N8_2048_BS_JC;ABA_N9_2048_BS_JC
SPL_ANZOLA;554;ABA_N9_2048_BS_JC;ABA_N10_2048_BS_JC
SPL_ANZOLA;555;ABA_N10_2048_BS_JC;ABA_N11_2048_BS_JC
SPL_ANZOLA;556;ABA_N11_2048_BS_JC;ABA_N12_2048_BS_JC
SPL_ANZOLA;557;ABA_N8_6144_BS;ABA_N9_6144_BS
SPL_ANZOLA;558;ABA_N9_6144_BS;ABA_N10_6144_BS
SPL_ANZOLA;559;ABA_N10_6144_BS;ABA_N11_6144_BS
SPL_ANZOLA;560;ABA_N11_6144_BS;ABA_N12_6144_BS
SPL_ANZOLA;561;ABA_N8_2048_BS_JC;ABA_N9_2048_BS_JC
SPL_ANZOLA;562;ABA_N9_2048_BS_JC;ABA_N10_2048_BS_JC
SPL_ANZOLA;563;ABA_N10_2048_BS_JC;ABA_N11_2048_BS_JC
SPL_ANZOLA;564;ABA_N11_2048_BS_JC;ABA_N12_2048_BS_JC
SPL_ANZOLA;565;ABA_N8_2048_BS_JC;ABA_N9_2048_BS_JC
SPL_ANZOLA;566;ABA_N9_2048_BS_JC;ABA_N10_2048_BS_JC
SPL_ANZOLA;567;ABA_N10_2048_BS_JC;ABA_N11_2048_BS_JC
SPL_ANZOLA;568;ABA_N11_2048_BS_JC;ABA_N12_2048_BS_JC
SPL_ANZOLA;569;ABA_N8_2048_BS_JC;ABA_N9_2048_BS_JC
SPL_ANZOLA;570;ABA_N9_2048_BS_JC;ABA_N10_2048_BS_JC
SPL_ANZOLA;571;ABA_N10_2048_BS_JC;ABA_N11_2048_BS_JC
SPL_ANZOLA;572;ABA_N11_2048_BS_JC;ABA_N12_2048_BS_JC
SPL_ANZOLA;573;ABA_N8_2048_BS_JC;ABA_N9_2048_BS_JC
SPL_ANZOLA;574;ABA_N9_2048_BS_JC;ABA_N10_2048_BS_JC
SPL_ANZOLA;575;ABA_N10_2048_BS_JC;ABA_N11_2048_BS_JC
SPL_ANZOLA;576;ABA_N11_2048_BS_JC;ABA_N12_2048_BS_JC
SPL_ANZOLA;577;ABA_N8_2048_BS_JC;ABA_N9_2048_BS_JC
SPL_ANZOLA;578;ABA_N9_2048_BS_JC;ABA_N10_2048_BS_JC
SPL_ANZOLA;579;ABA_N10_2048_BS_JC;ABA_N11_2048_BS_JC
SPL_ANZOLA;580;ABA_N11_2048_BS_JC;ABA_N12_2048_BS_JC
SPL_ANZOLA;581;ABA_N8_2048_BS_JC;ABA_N9_2048_BS_JC
SPL_ANZOLA;582;ABA_N9_2048_BS_JC;ABA_N10_2048_BS_JC
SPL_ANZOLA;583;ABA_N10_2048_BS_JC;ABA_N11_2048_BS_JC
SPL_ANZOLA;584;ABA_N11_2048_BS_JC;ABA_N12_2048_BS_JC
SPL_ANZOLA;585;ABA_N8_1536_BS;ABA_N9_1536_BS
SPL_ANZOLA;586;ABA_N9_1536_BS;ABA_N10_1536_BS
SPL_ANZOLA;587;ABA_N10_1536_BS;ABA_N11_1536_BS
SPL_ANZOLA;588;ABA_N11_1536_BS;ABA_N12_1536_BS
SPL_ANZOLA;589;ABA_N8_8192_BS;ABA_N9_8192_BS
SPL_ANZOLA;590;ABA_N9_8192_BS;ABA_N10_8192_BS
SPL_ANZOLA;591;ABA_N10_8192_BS;ABA_N11_8192_BS
SPL_ANZOLA;592;ABA_N11_8192_BS;ABA_N12_8192_BS
SPL_ANZOLA;593;ABA_N8_1536_BS;ABA_N9_1536_BS
SPL_ANZOLA;594;ABA_N9_1536_BS;ABA_N10_1536_BS
SPL_ANZOLA;595;ABA_N10_1536_BS;ABA_N11_1536_BS
SPL_ANZOLA;596;ABA_N11_1536_BS;ABA_N12_1536_BS
SPL_ANZOLA;597;ABA_N8_8192_BS_JC;ABA_N9_8192_BS_JC
SPL_ANZOLA;598;ABA_N9_8192_BS_JC;ABA_N10_8192_BS_JC
SPL_ANZOLA;599;ABA_N10_8192_BS_JC;ABA_N11_8192_BS_JC
SPL_ANZOLA;600;ABA_N11_8192_BS_JC;ABA_N12_8192_BS_JC
SPL_ANZOLA;601;ABA_N8_10240_BS_JC;ABA_N9_10240_BS_JC
SPL_ANZOLA;602;ABA_N9_10240_BS_JC;ABA_N10_10240_BS_JC
SPL_ANZOLA;603;ABA_N10_10240_BS_JC;ABA_N11_10240_BS_JC
SPL_ANZOLA;604;ABA_N11_10240_BS_JC;ABA_N12_10240_BS_JC
SPL_ANZOLA;605;ABA_N8_8192_BS;ABA_N9_8192_BS
SPL_ANZOLA;606;ABA_N9_8192_BS;ABA_N10_8192_BS
SPL_ANZOLA;607;ABA_N10_8192_BS;ABA_N11_8192_BS
SPL_ANZOLA;608;ABA_N11_8192_BS;ABA_N12_8192_BS
SPL_ANZOLA;609;ABA_N8_3072_BS_JV;ABA_N9_3072_BS_JV
SPL_ANZOLA;610;ABA_N9_3072_BS_JV;ABA_N10_3072_BS_JV
SPL_ANZOLA;611;ABA_N10_3072_BS_JV;ABA_N11_3072_BS_JV
SPL_ANZOLA;612;ABA_N11_3072_BS_JV;ABA_N12_3072_BS_JV
SPL_ANZOLA;613;ABA_N8_4096_BS;ABA_N9_4096_BS
SPL_ANZOLA;614;ABA_N9_4096_BS;ABA_N10_4096_BS
SPL_ANZOLA;615;ABA_N10_4096_BS;ABA_N11_4096_BS
SPL_ANZOLA;616;ABA_N11_4096_BS;ABA_N12_4096_BS
SPL_ANZOLA;617;ABA_N8_4096_BS_JC;ABA_N9_4096_BS_JC
SPL_ANZOLA;618;ABA_N9_4096_BS_JC;ABA_N10_4096_BS_JC
SPL_ANZOLA;619;ABA_N10_4096_BS_JC;ABA_N11_4096_BS_JC
SPL_ANZOLA;620;ABA_N11_4096_BS_JC;ABA_N12_4096_BS_JC
SPL_ANZOLA;621;ABA_N8_4096_BS;ABA_N9_4096_BS
SPL_ANZOLA;622;ABA_N9_4096_BS;ABA_N10_4096_BS
SPL_ANZOLA;623;ABA_N10_4096_BS;ABA_N11_4096_BS
SPL_ANZOLA;624;ABA_N11_4096_BS;ABA_N12_4096_BS
SPL_ANZOLA;625;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;626;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;627;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;628;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;629;ABA_N8_6144_BS;ABA_N9_6144_BS
SPL_ANZOLA;630;ABA_N9_6144_BS;ABA_N10_6144_BS
SPL_ANZOLA;631;ABA_N10_6144_BS;ABA_N11_6144_BS
SPL_ANZOLA;632;ABA_N11_6144_BS;ABA_N12_6144_BS
SPL_ANZOLA;633;ABA_WS_N8_3072_BS;ABA_WS_N9_3072_BS
SPL_ANZOLA;634;ABA_WS_N9_3072_BS;ABA_WS_N10_3072_BS
SPL_ANZOLA;635;ABA_WS_N10_3072_BS;ABA_WS_N11_3072_BS
SPL_ANZOLA;636;ABA_WS_N11_3072_BS;ABA_WS_N12_3072_BS
SPL_ANZOLA;637;ABA_N8_6144_BS;ABA_N9_6144_BS
SPL_ANZOLA;638;ABA_N9_6144_BS;ABA_N10_6144_BS
SPL_ANZOLA;639;ABA_N10_6144_BS;ABA_N11_6144_BS
SPL_ANZOLA;640;ABA_N11_6144_BS;ABA_N12_6144_BS
SPL_ANZOLA;641;ABA_N8_10240_BS;ABA_N9_10240_BS
SPL_ANZOLA;642;ABA_N9_10240_BS;ABA_N10_10240_BS
SPL_ANZOLA;643;ABA_N10_10240_BS;ABA_N11_10240_BS
SPL_ANZOLA;644;ABA_N11_10240_BS;ABA_N12_10240_BS
SPL_ANZOLA;645;ABA_N8_3072_BS;ABA_N9_3072_BS
SPL_ANZOLA;646;ABA_N9_3072_BS;ABA_N10_3072_BS
SPL_ANZOLA;647;ABA_N10_3072_BS;ABA_N11_3072_BS
SPL_ANZOLA;648;ABA_N11_3072_BS;ABA_N12_3072_BS
SPL_ANZOLA;649;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;650;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;651;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;652;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;653;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;654;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;655;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;656;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;657;ABA_N8_2048_BS_JC;ABA_N9_2048_BS_JC
SPL_ANZOLA;658;ABA_N9_2048_BS_JC;ABA_N10_2048_BS_JC
SPL_ANZOLA;659;ABA_N10_2048_BS_JC;ABA_N11_2048_BS_JC
SPL_ANZOLA;660;ABA_N11_2048_BS_JC;ABA_N12_2048_BS_JC
SPL_ANZOLA;661;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;662;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;663;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;664;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;665;ABA_N8_2048_BS;ABA_N9_2048_BS
SPL_ANZOLA;666;ABA_N9_2048_BS;ABA_N10_2048_BS
SPL_ANZOLA;667;ABA_N10_2048_BS;ABA_N11_2048_BS
SPL_ANZOLA;668;ABA_N11_2048_BS;ABA_N12_2048_BS
SPL_ANZOLA;669;ABA_N8_2048_BS_JC;ABA_N9_2048_BS_JC
SPL_ANZOLA;670;ABA_N9_2048_BS_JC;ABA_N10_2048_BS_JC
SPL_ANZOLA;671;ABA_N10_2048_BS_JC;ABA_N11_2048_BS_JC
SPL_ANZOLA;672;ABA_N11_2048_BS_JC;ABA_N12_2048_BS_JC
SPL_ANZOLA;673;ABA_N8_2048_BS_JC;ABA_N9_2048_BS_JC
SPL_ANZOLA;674;ABA_N9_2048_BS_JC;ABA_N10_2048_BS_JC
